Tanggal,Variant_Suspect,Day,ID_CUM_POSITIVE,ID_CUM_HOSPITALIZED,ID_CUM_CURED,ID_CUM_DEATH,JKT_CUM_POSITIVE,JKT_CUM_HOSPITALIZED,JKT_CUM_CURED,JKT_CUM_DEATH,JKT_CUM_SELFISOLATION,JKT_CUM_ACTIVEPOSITIVE,ID_DAILY_POSITIVE,ID_DAILY_HOSPITALIZED,ID_DAILY_CURED,ID_DAILY_DEATH,JKT_DAILY_DEATH,JKT_DAILY_CURED,JKT_DAILY_ISOLATION,JKT_DAILY_HOSPITALIZED,JKT_DAILY_POSITIVE,JKT_DAILY_ACTIVEPOSITIVE,JKT_DAILY_BURIAL,JKT_CUM_BURIAL,JKT_DAILY_TESTSPECIMENT,JKT_DAILY_POSTEST,PoF_Positive,JKT_DAILY_NEGTEST,JKT_DAILY_POSTRATE,PoF_PostRate,JKT_CONS_VALUE,CoF_HSE
16/07/2021,Delta,75,2780803,504915,2204491,71397,727016,24843,604033,9845,88295,113138,54000,24716,28079,1205,102,8451,1997,1865,12415,3862,579,89666,34278,9128,,25150,0.266293249,3,16451,3
17/07/2021,Delta,76,2832755,527872,2232394,72489,737184,23713,615640,9902,87929,111642,51952,22957,27903,1092,57,11607,-366,-1130,10168,-1496,510,90176,21828,5000,,16828,0.229063588,2,8079,3
18/07/2021,Delta,77,2877476,542236,2261658,73582,746312,22271,627481,10103,86457,108728,44721,14364,29264,1093,201,11841,-1472,-1442,9128,-2914,512,90688,30678,6213,,24465,0.202522981,2,6847,3
19/07/2021,Delta,78,2911733,542938,2293875,74920,751312,19521,640171,10345,81275,100796,34257,702,32217,1338,242,12690,-5182,-2750,5000,-7932,484,91172,26083,5904,,20179,0.22635433,2,226,2
20/07/2021,Delta,79,2950058,550192,2323666,76200,757525,18897,652242,10610,75776,94673,38325,7254,29791,1280,265,12071,-5499,-624,6213,-6123,461,91633,31541,7058,,24483,0.223772233,2,5760,3
21/07/2021,Delta,80,2983830,549694,2356553,77583,763429,17822,662800,10692,72115,89937,33772,-498,32887,1383,82,10558,-3661,-1075,5904,-4736,423,92056,35589,8033,,27556,0.225715811,2,4000,3
22/07/2021,Delta,81,3033339,561384,2392923,79032,770487,17224,673424,10865,68974,86198,49509,11690,36370,1449,173,10624,-3141,-598,7058,-3739,355,92411,32547,8360,,24187,0.256859311,3,6381,3
23/07/2021,Delta,82,3082410,569901,2431911,80598,778520,16846,687864,11021,62789,79635,49071,8517,38988,1566,156,14440,-6185,-378,8033,-6563,333,92744,27435,5393,,22042,0.19657372,2,7745,3
24/07/2021,Delta,83,3127826,574135,2471678,82013,786880,16276,702477,11181,56946,73222,45416,4234,39767,1415,160,14613,-5843,-570,8360,-6413,323,93067,24602,2662,,21940,0.108202585,2,7700,3
25/07/2021,Delta,84,3166505,573908,2509318,83279,792273,15168,716838,11333,48934,64102,38679,-227,37640,1266,152,14361,-8012,-1108,5393,-9120,292,93359,23979,3567,,20412,0.148755161,2,3633,3
26/07/2021,Delta,85,3194733,560275,2549692,84766,794935,13724,731504,11436,38271,51995,28228,-13633,40374,1487,103,14666,-10663,-1444,2662,-12107,300,93659,28249,5525,,22724,0.195582145,2,83,1
27/07/2021,Delta,86,3239936,556281,2596820,86835,798502,13848,746087,11606,26961,40809,45203,-3994,47128,2069,170,14583,-11310,124,3567,-11186,307,93966,25442,3845,,21597,0.151128056,2,4325,3
28/07/2021,Delta,87,3287727,558392,2640676,88659,804027,12885,757122,11688,22332,35217,47791,2111,43856,1824,82,11035,-4629,-963,5525,-5592,274,94240,23582,3454,,20128,0.146467645,2,3845,3
29/07/2021,Delta,88,3331206,554484,2686170,90552,807872,10790,768562,11844,16676,27466,43479,-3908,45494,1893,156,11440,-5656,-2095,3845,-7751,286,94526,24573,3329,,21244,0.135473894,2,123,1
30/07/2021,Delta,89,3372374,549343,2730720,92311,811326,8390,779720,11952,11264,19654,41168,-5141,44550,1759,108,11158,-5412,-2400,3454,-7812,237,94763,19619,2701,,16918,0.137672664,2,-1022,1
31/07/2021,Delta,90,3409658,545447,2770092,94119,814653,7716,784668,12135,10134,17850,37284,-3896,39372,1808,183,4948,-1130,-674,3327,-1804,258,95021,11587,1410,,10177,0.121688099,2,2528,3
01/08/2021,Delta,91,3440396,535135,2809538,95723,817354,6485,789261,12209,9399,15884,30738,-10312,39446,1604,74,4593,-735,-1231,2701,-1966,217,95238,15952,1601,,14351,0.100363591,2,461,2
02/08/2021,Delta,92,3462800,523164,2842345,97291,818764,5777,791422,12363,9202,14979,22404,-11971,32807,1568,154,2161,-197,-708,1410,-905,230,95468,25595,2982,,22613,0.11650713,2,456,2
03/08/2021,Delta,93,3496700,524142,2873669,98889,820365,5299,793928,12433,8705,14004,33900,978,31324,1598,70,2506,-497,-478,1601,-975,201,95669,21154,2311,,18843,0.109246478,2,855,2
04/08/2021,Delta,94,3532567,524011,2907920,100636,823346,4916,796381,12514,9535,14451,35867,-131,34251,1747,81,2453,830,-383,2981,447,218,95887,20760,2185,,18575,0.105250482,2,2458,3
05/08/2021,Delta,95,3568331,518310,2947646,102375,825657,4419,799151,12629,9458,13877,35764,-5701,39726,1739,115,2770,-77,-497,2311,-574,209,96096,20398,2008,,18390,0.098441024,2,1662,3
06/08/2021,Delta,96,3607863,507375,2996478,104010,827842,3974,802373,12682,8813,12787,39532,-10935,48832,1635,53,3222,-645,-445,2185,-1090,186,96282,17018,1649,,15369,0.096897403,2,1454,2
07/08/2021,Delta,97,3639616,497824,3036194,105598,829850,3219,806924,12750,6957,10176,31753,-9551,39716,1588,68,4551,-1856,-755,2008,-2611,199,96481,8155,727,,7428,0.089147762,1,702,2
08/08/2021,Delta,98,3666031,474233,3084702,107096,831499,3075,808087,12770,7567,10642,26415,-23591,48508,1498,20,1163,610,-144,1649,466,171,96652,15094,1425,,13669,0.094408374,2,1421,2
09/08/2021,Delta,99,3686740,448508,3129661,108571,832226,2926,809087,12783,7430,10356,20709,-25725,44959,1475,13,1000,-137,-149,727,-286,154,96806,21813,1958,,19855,0.089762985,1,468,2
10/08/2021,Delta,100,3718821,437055,3171147,110619,833651,3024,810308,12824,7495,10519,32081,-11453,41486,2048,41,1221,65,98,1425,163,170,96976,14615,1078,,13537,0.073759836,1,1744,3
11/08/2021,Delta,101,3749446,426170,3211078,112198,835609,3228,811642,12866,7873,11101,30625,-10885,39931,1579,42,1334,378,204,1958,582,143,97119,15419,1210,,14209,0.078474609,1,2492,3
12/08/2021,Delta,102,3774155,412776,3247715,113664,836687,2873,813898,12908,7008,9881,24709,-13394,36637,1466,42,2256,-865,-355,1078,-1220,169,97288,16144,1363,,14781,0.084427651,1,494,2
13/08/2021,Delta,103,3804943,400129,3289718,115096,837897,2729,815468,12976,6724,9453,30788,-12647,42003,1432,68,1570,-284,-144,1210,-428,146,97434,14374,1182,,13192,0.082231807,1,1126,2
14/08/2021,Delta,104,3833541,395577,3321598,116366,839260,2820,816687,13005,6748,9568,28598,-4552,31880,1270,29,1219,24,91,1363,115,125,97559,6076,513,,5563,0.084430546,1,1632,3
15/08/2021,Delta,105,3854354,384807,3351959,117588,840442,2901,817764,13022,6755,9656,20813,-10770,30361,1222,17,1077,7,81,1182,88,149,97708,11663,655,,11008,0.056160508,1,1395,2
16/08/2021,Delta,106,3871738,371021,3381884,118833,840955,2915,818700,13050,6290,9205,17384,-13786,29925,1245,28,936,-465,14,513,-451,150,97858,12623,1029,,11594,0.081517864,1,625,2
17/08/2021,Delta,107,3892479,358357,3414109,120013,841610,2961,819620,13074,5955,8916,20741,-12664,32225,1180,24,920,-335,46,655,-289,143,98001,11136,731,,10405,0.06564296,1,819,2
18/08/2021,Delta,108,3908247,343203,3443903,121141,842639,3029,820517,13087,6006,9035,15768,-15154,29794,1128,13,897,51,68,1029,119,136,98137,11742,969,,10773,0.082524272,1,1204,2
19/08/2021,Delta,109,3930300,334752,3472915,122633,843370,3004,821451,13121,5794,8798,22053,-8451,29012,1492,34,934,-212,-25,731,-237,113,98250,13518,891,,12627,0.065912117,1,783,2
20/08/2021,Delta,110,3950304,327286,3499037,123981,844339,3087,822399,13132,5721,8808,20004,-7466,26122,1348,11,948,-73,83,969,10,143,98393,11555,701,,10854,0.060666378,1,1168,2
21/08/2021,Delta,111,3967048,319658,3522048,125342,845230,3199,823314,13152,5565,8764,16744,-7628,23011,1361,20,915,-156,112,891,-44,113,98506,8317,485,,7832,0.058314296,1,1175,2
22/08/2021,Delta,112,3979456,306760,3546324,126372,845931,2947,824227,13173,5584,8531,12408,-12898,24276,1030,21,913,19,-252,701,-233,123,98629,9206,484,,8722,0.052574408,1,260,2
23/08/2021,Delta,113,3989060,290764,3571082,127214,846416,2788,824958,13193,5477,8265,9604,-15996,24758,842,20,731,-107,-159,485,-266,118,98747,15471,789,,14682,0.050998643,1,227,2
24/08/2021,Delta,114,4008166,273750,3606164,128252,846900,2847,825573,13203,5277,8124,19106,-17014,35082,1038,10,615,-200,59,484,-141,109,98856,12823,574,,12249,0.044763316,1,632,2
25/08/2021,Delta,115,4026837,257677,3639867,129293,847689,2731,826302,13214,5442,8173,18671,-16073,33703,1041,11,729,165,-116,789,49,111,98967,16879,638,,16241,0.037798448,1,590,2
26/08/2021,Delta,116,4043736,243588,3669966,130182,848263,2604,827333,13216,5110,7714,16899,-14089,30099,889,2,1031,-332,-127,574,-459,124,99091,14187,468,,13719,0.032987947,1,326,2
27/08/2021,Delta,117,4056354,236317,3689256,130781,848901,2504,827674,13232,5491,7995,12618,-7271,19290,599,16,341,381,-100,638,281,119,99210,14584,474,,14110,0.032501371,1,486,2
28/08/2021,Delta,118,4066404,227182,3707850,131372,849369,2395,828125,13242,5607,8002,10050,-9135,18594,591,10,451,116,-109,468,7,121,99331,8657,341,,8316,0.039390089,1,280,2
29/08/2021,Delta,119,4073831,217590,3724318,131923,849843,2256,828838,13252,5497,7753,7427,-9592,16468,551,10,713,-110,-139,474,-249,125,99456,16231,399,,15832,0.024582589,1,226,2
30/08/2021,Delta,120,4079267,203060,3743716,132491,850184,2158,829668,13261,5097,7255,5436,-14530,19398,568,9,830,-400,-98,341,-498,141,99597,18231,673,,17558,0.036915145,1,172,2
31/08/2021,Delta,121,4089801,196281,3760497,133023,850583,2116,830197,13290,4980,7096,10534,-6779,16781,532,29,529,-117,-42,399,-159,111,99708,13941,430,,13511,0.030844272,1,402,2
01/09/2021,Delta,122,4100138,189571,3776891,133676,851256,2172,831293,13302,4489,6661,10337,-6710,16394,653,12,1096,-491,56,673,-435,110,99818,13431,343,,13088,0.025537935,1,821,2
02/09/2021,Delta,123,4109093,176638,3798099,134356,851686,2043,832130,13312,4201,6244,8955,-12933,21208,680,10,837,-288,-129,430,-417,121,99939,14685,360,,14325,0.024514811,1,202,2
03/09/2021,Delta,124,4116890,168317,3813643,134930,852029,1914,832952,13322,3841,5755,7797,-8321,15544,574,10,822,-360,-129,343,-489,116,100055,12141,303,,11838,0.024956758,1,115,1
04/09/2021,Delta,125,4123617,160699,3827449,135469,852389,1813,833437,13332,3807,5620,6727,-7618,13806,539,10,485,-34,-101,360,-135,124,100179,11183,217,,10966,0.019404453,1,188,2
05/09/2021,Delta,126,4129020,155519,3837640,135861,852692,1765,833765,13342,3820,5585,5403,-5180,10191,392,10,328,13,-48,303,-35,112,100291,13151,262,,12889,0.019922439,1,237,2
06/09/2021,Delta,127,4133433,146271,3850689,136473,852909,1644,834489,13359,3417,5061,4413,-9248,13049,612,17,724,-403,-121,217,-524,118,100409,19121,428,,18693,0.022383767,1,26,1
07/09/2021,Delta,128,4140634,138630,3864848,137156,853171,1597,835030,13372,3172,4769,7201,-7641,14159,683,13,541,-245,-47,262,-292,129,100538,18285,308,,17977,0.016844408,1,207,2
08/09/2021,Delta,129,4147365,132823,3876760,137782,853599,1536,835700,13386,2977,4513,6731,-5807,11912,626,14,670,-195,-61,428,-256,112,100650,18047,261,,17786,0.014462237,1,348,2
09/09/2021,Delta,130,4153355,127829,3887410,138116,853907,1478,836187,13399,2843,4321,5990,-4994,10650,334,13,487,-134,-58,308,-192,95,100745,17209,268,,16941,0.015573247,1,231,2
10/09/2021,Delta,131,4158731,118534,3901766,138431,854168,1454,836644,13411,2659,4113,5376,-9295,14356,315,12,457,-184,-24,261,-208,136,100881,19577,306,,19271,0.015630587,1,249,2
11/09/2021,Delta,132,4163732,115679,3909352,138701,854436,1418,837033,13431,2554,3972,5001,-2855,7586,270,20,389,-105,-36,268,-141,127,101008,13840,187,,13653,0.013511561,1,256,2
12/09/2021,Delta,133,4167511,109869,3918753,138889,854742,1402,837364,13437,2539,3941,3779,-5810,9401,188,6,331,-15,-16,306,-31,131,101139,15592,190,,15402,0.012185736,1,292,2
13/09/2021,Delta,134,4170088,99696,3931227,139165,854929,1227,837805,13443,2454,3681,2577,-10173,12474,276,6,441,-85,-175,187,-260,102,101241,20532,305,,20227,0.014854861,1,-145,1
14/09/2021,Delta,135,4174216,92328,3942473,139415,855119,1100,838306,13445,2268,3368,4128,-7368,11246,250,2,501,-186,-127,190,-313,116,101357,16660,176,,16484,0.010564226,1,-58,1
15/09/2021,Delta,136,4178164,84963,3953519,139682,855424,1066,838680,13455,2223,3289,3948,-7365,11046,267,10,374,-45,-34,305,-79,91,101448,14910,206,,14704,0.013816231,1,267,2
16/09/2021,Delta,137,4181309,73238,3968152,139919,855600,1022,839022,13464,2092,3114,3145,-11725,14633,237,9,342,-131,-44,176,-175,104,101552,17660,200,,17460,0.011325028,1,115,1
17/09/2021,Delta,138,4185144,68942,3976064,140138,855806,1000,839379,13469,1958,2958,3835,-4296,7912,219,5,357,-134,-22,206,-156,98,101650,17459,155,,17304,0.008877943,1,177,2
18/09/2021,Delta,139,4188529,65066,3983140,140323,856006,974,839623,13475,1934,2908,3385,-3876,7076,185,6,244,-24,-26,200,-50,112,101762,12877,91,,12786,0.007066863,1,166,2
19/09/2021,Delta,140,4190763,60969,3989326,140468,856161,963,839803,13479,1916,2879,2234,-4097,6186,145,4,180,-18,-11,155,-29,114,101876,13769,106,,13663,0.007698453,1,145,2
20/09/2021,Delta,141,4192695,55936,3996125,140634,856252,864,840212,13482,1694,2558,1932,-5033,6799,166,3,409,-222,-99,91,-321,96,101972,19402,227,,19175,0.011699825,1,-98,1
21/09/2021,Delta,142,4195958,52447,4002706,140805,856358,795,840525,13486,1552,2347,3263,-3489,6581,171,4,313,-142,-69,106,-211,120,102092,18376,165,,18211,0.008979103,1,-20,1
22/09/2021,Delta,143,4198678,49662,4008062,140954,856585,774,840812,13490,1509,2283,2720,-2785,5356,149,4,287,-43,-21,227,-64,109,102201,18526,181,,18345,0.009770053,1,197,2
23/09/2021,Delta,144,4201559,47997,4012448,141114,856750,687,841065,13493,1505,2192,2881,-1665,4386,160,3,253,-4,-87,165,-91,104,102305,17438,133,,17305,0.007627021,1,0,1
24/09/2021,Delta,145,4204116,45803,4017055,141258,856931,632,841393,13497,1409,2041,2557,-2194,4607,144,4,328,-96,-55,181,-151,102,102407,18351,168,,18183,0.009154814,1,83,1
25/09/2021,Delta,146,4206253,44071,4020801,141381,857064,591,841592,13500,1381,1972,2137,-1732,3746,123,3,199,-28,-41,133,-69,138,102545,13724,103,,13621,0.007505101,1,60,1
26/09/2021,Delta,147,4208013,42769,4023777,141467,857232,607,841719,13503,1403,2010,1760,-1302,2976,86,3,127,22,16,168,38,89,102634,13943,104,,13839,0.00745894,1,209,2
27/09/2021,Delta,148,4209403,40270,4027548,141585,857335,552,841980,13507,1296,1848,1390,-2499,3771,118,4,261,-107,-55,103,-162,103,102737,18523,177,,18346,0.009555688,1,5,1
28/09/2021,Delta,149,4211460,38652,4031099,141709,857439,540,842141,13512,1246,1786,2057,-1618,3551,124,5,161,-50,-12,104,-62,105,102842,17365,149,,17216,0.008580478,1,95,1
29/09/2021,Delta,150,4213414,37412,4034176,141826,857616,534,842336,13516,1230,1764,1954,-1240,3077,117,4,195,-16,-6,177,-22,112,102954,18240,151,,18089,0.008278509,1,177,2
30/09/2021,Delta,151,4215104,36141,4037024,141939,857765,510,842541,13519,1195,1705,1690,-1271,2848,113,3,205,-35,-24,149,-59,118,103072,18445,155,,18290,0.008403361,1,110,1
01/10/2021,Delta,152,4216728,34867,4039835,142026,857916,504,842715,13524,1173,1677,1624,-1274,2811,87,5,174,-22,-6,151,-28,115,103187,17832,127,,17705,0.007122028,1,154,2
02/10/2021,Delta,153,4218142,33812,4042215,142115,858071,483,842842,13529,1217,1700,1414,-1055,2380,89,5,127,44,-21,155,23,110,103297,13384,149,,13235,0.011132696,1,128,1
03/10/2021,Delta,154,4219284,32876,4044235,142173,858198,500,842929,13534,1235,1735,1142,-936,2020,58,5,87,18,17,127,35,83,103380,12844,72,,12772,0.00560573,1,176,2
04/10/2021,Delta,155,4220206,31054,4046891,142261,858347,461,843091,13534,1261,1722,922,-1822,2656,88,0,162,26,-39,149,-13,104,103484,21780,203,,21577,0.009320478,1,71,1
05/10/2021,Delta,156,4221610,29823,4049449,142338,858419,444,843239,13538,1198,1642,1404,-1231,2558,77,4,148,-63,-17,72,-80,111,103595,18395,149,,18246,0.008100027,1,50,1
06/10/2021,Delta,157,4223094,28381,4052300,142413,858622,451,843414,13540,1217,1668,1484,-1442,2851,75,2,175,19,7,203,26,96,103691,19404,150,,19254,0.007730365,1,223,2
07/10/2021,Delta,158,4224487,27747,4054246,142494,858771,448,843529,13541,1253,1701,1393,-634,1946,81,1,115,36,-3,149,33,108,103799,17794,100,,17694,0.005619872,1,146,2
08/10/2021,Delta,159,4225871,25551,4057760,142560,858921,436,843738,13541,1206,1642,1384,-2196,3514,66,0,209,-47,-12,150,-59,103,103902,18605,140,,18465,0.007524859,1,126,1
09/10/2021,Delta,160,4227038,25159,4059267,142612,859021,427,843822,13543,1229,1656,1167,-392,1507,52,2,84,23,-9,100,14,89,103991,12260,41,,12219,0.003344209,1,88,1
10/10/2021,Delta,161,4227932,24430,4060851,142651,859161,438,843891,13547,1285,1723,894,-729,1584,39,4,69,56,11,140,67,120,104111,16889,143,,16746,0.00846705,1,174,2
11/10/2021,Delta,162,4228552,22541,4063295,142716,859202,386,844189,13549,1078,1464,620,-1889,2444,65,2,298,-207,-52,41,-259,101,104212,21231,278,,20953,0.013094061,1,-57,1
12/10/2021,Delta,163,4229813,21625,4065425,142763,859345,310,844538,13550,947,1257,1261,-916,2130,47,1,349,-131,-76,143,-207,109,104321,17864,113,,17751,0.006325571,1,-6,1
13/10/2021,Delta,164,4231046,20551,4067684,142811,859623,359,844742,13550,972,1331,1233,-1074,2259,48,0,204,25,49,278,74,94,104415,20351,124,,20227,0.006093067,1,376,2
14/10/2021,Delta,165,4232099,19852,4069399,142848,859736,369,844839,13550,978,1347,1053,-699,1715,37,0,97,6,10,113,16,89,104504,22549,154,,22395,0.006829571,1,133,2
15/10/2021,Delta,166,4233014,19318,4070807,142889,859860,379,844901,13550,1030,1409,915,-534,1408,41,0,62,52,10,124,62,113,104617,21227,131,,21096,0.006171385,1,144,2
16/10/2021,Delta,167,4234011,18746,4072332,142933,860014,350,845121,13551,992,1342,997,-572,1525,44,1,220,-38,-29,154,-67,119,104736,14349,107,,14242,0.007456966,1,99,1
17/10/2021,Delta,168,4234758,18388,4073418,142952,860145,348,845248,13551,998,1346,747,-358,1086,19,0,127,6,-2,131,4,117,104853,14429,106,,14323,0.007346316,1,127,1
18/10/2021,Delta,169,4235384,17374,4075011,142999,860252,330,845386,13552,984,1314,626,-1014,1593,47,1,138,-14,-18,107,-32,94,104947,22453,103,,22350,0.00458736,1,74,1
19/10/2021,Delta,170,4236287,16697,4076541,143049,860358,331,845508,13552,967,1298,903,-677,1530,50,0,122,-17,1,106,-16,99,105046,21758,89,,21669,0.004090449,1,108,1
20/10/2021,Delta,171,4237201,16376,4077748,143077,860461,312,845650,13552,947,1259,914,-321,1207,28,0,142,-20,-19,103,-39,111,105157,20511,83,,20428,0.004046609,1,65,1
21/10/2021,Delta,172,4237834,15594,4079120,143120,860550,300,845763,13553,934,1234,633,-782,1372,43,1,113,-13,-12,89,-25,94,105251,23401,116,,23285,0.004957053,1,68,1
22/10/2021,Delta,173,4238594,15090,4080351,143153,860633,301,845884,13553,895,1196,760,-504,1231,33,0,121,-39,1,83,-38,108,105359,23593,131,,23462,0.005552494,1,85,1
23/10/2021,Delta,174,4239396,14803,4081417,143176,860749,292,846056,13555,846,1138,802,-287,1066,23,2,172,-49,-9,116,-58,107,105466,20235,82,,20153,0.004052384,1,104,1
24/10/2021,Delta,175,4240019,14360,4082454,143205,860880,287,846185,13556,852,1139,623,-443,1037,29,1,129,6,-5,131,1,81,105547,19306,37,,19269,0.001916503,1,124,1
25/10/2021,Delta,176,4240479,13554,4083690,143235,860962,279,846352,13557,774,1053,460,-806,1236,30,1,167,-78,-8,82,-86,102,105649,25232,105,,25127,0.004161382,1,69,1
26/10/2021,Delta,177,4241090,12989,4084831,143270,860999,256,846525,13558,660,916,611,-565,1141,35,1,173,-114,-23,37,-137,121,105770,26464,131,,26333,0.004950121,1,-6,1
27/10/2021,Delta,178,4241809,12735,4085775,143299,861104,260,846667,13559,618,878,719,-254,944,29,1,142,-42,4,105,-38,96,105866,25283,96,,25187,0.003797018,1,116,1
28/10/2021,Delta,179,4242532,12440,4086759,143333,861235,256,846749,13560,670,926,723,-295,984,34,1,82,52,-4,131,48,84,105950,24574,96,,24478,0.003906568,1,126,1
29/10/2021,Delta,180,4243215,12414,4087440,143361,861331,259,846799,13560,713,972,683,-26,681,28,0,50,43,3,96,46,84,106034,25218,113,,25105,0.004480926,1,102,1
30/10/2021,Delta,181,4243835,12309,4088138,143388,861427,264,846942,13561,660,924,620,-105,698,27,1,143,-53,5,96,-48,82,106116,17331,83,,17248,0.004789106,1,109,1
31/10/2021,Delta,182,4244358,12318,4088635,143405,861540,271,847021,13562,686,957,523,9,497,17,1,79,26,7,113,33,95,106211,19417,77,,19340,0.003965597,1,130,2
01/11/2021,Delta,183,4244761,11919,4089419,143423,861623,273,847066,13562,722,995,403,-399,784,18,0,45,36,2,83,38,101,106312,26076,132,,25944,0.005062126,1,87,1
02/11/2021,Delta,184,4245373,11629,4090287,143457,861700,266,847201,13562,671,937,612,-290,868,34,0,135,-51,-7,77,-58,95,106407,23477,111,,23366,0.004728032,1,63,1
03/11/2021,Delta,185,4246174,11592,4091101,143481,861832,258,847353,13563,658,916,801,-37,814,24,1,152,-13,-8,132,-21,109,106516,19214,119,,19095,0.006193401,1,119,1
04/11/2021,Delta,186,4246802,11364,4091938,143500,861943,258,847403,13564,718,976,628,-228,837,19,1,50,60,0,111,60,100,106616,18245,69,,18176,0.003781858,1,114,1
05/11/2021,Delta,187,4247320,11215,4092586,143519,862061,256,847438,13565,802,1058,518,-149,648,19,1,35,84,-2,118,82,97,106713,16615,117,,16498,0.00704183,1,117,1
06/11/2021,Delta,188,4247721,10979,4093208,143534,862130,231,847685,13566,648,879,401,-236,622,15,1,247,-154,-25,69,-179,96,106809,9511,29,,9482,0.003049101,1,22,1
07/11/2021,Delta,189,4248165,10825,4093795,143545,862247,220,847808,13566,653,873,444,-154,587,11,0,123,5,-11,117,-6,92,106901,14697,94,,14603,0.006395863,1,95,1
08/11/2021,Delta,190,4248409,9774,4095078,143557,862276,198,847885,13566,627,825,244,-1051,1283,12,0,77,-26,-22,29,-48,84,106985,17374,95,,17279,0.005467941,1,-15,1
09/11/2021,Delta,191,4248843,9602,4095663,143578,862370,193,848034,13566,577,770,434,-172,585,21,0,149,-50,-5,94,-55,99,107084,17264,107,,17157,0.006197868,1,84,1
10/11/2021,Delta,192,4249323,9537,4096194,143592,862465,198,848093,13566,608,806,480,-65,531,14,0,59,31,5,95,36,94,107178,15336,71,,15265,0.00462963,1,105,1
11/11/2021,Delta,193,4249758,9486,4096664,143608,862572,208,848137,13567,660,868,435,-51,470,16,1,44,52,10,107,62,119,107297,15674,54,,15620,0.003445196,1,130,2
12/11/2021,Delta,194,4250157,9305,4097224,143628,862643,187,848311,13567,578,765,399,-181,560,20,0,174,-82,-21,71,-103,103,107400,17445,92,,17353,0.005273717,1,29,1
13/11/2021,Delta,195,4250516,9197,4097675,143644,862697,177,848419,13567,534,711,359,-108,451,16,0,108,-44,-10,54,-54,90,107490,9564,36,,9528,0.003764115,1,34,1
14/11/2021,Delta,196,4250855,9018,4098178,143659,862789,180,848527,13568,514,694,339,-179,503,15,1,108,-20,3,92,-17,95,107585,11402,79,,11323,0.006928609,1,101,1
15/11/2021,Delta,197,4251076,8522,4098884,143670,862825,175,848604,13569,477,652,221,-496,706,11,1,77,-37,-5,36,-42,96,107681,15629,130,,15499,0.008317871,1,29,1
16/11/2021,Delta,198,4251423,8339,4099399,143685,862904,178,848710,13569,447,625,347,-183,515,15,0,106,-30,3,79,-27,88,107769,17131,100,,17031,0.005837371,1,85,1
17/11/2021,Delta,199,4251945,8390,4099857,143698,863034,196,848871,13570,397,593,522,51,458,13,1,161,-50,18,130,-32,96,107865,16614,97,,16517,0.00583845,1,169,2
18/11/2021,Delta,200,4252345,8315,4100321,143709,863134,212,849007,13571,344,556,400,-75,464,11,1,136,-53,16,100,-37,105,107970,14882,114,,14768,0.007660261,1,135,2
19/11/2021,Delta,201,4252705,8154,4100837,143714,863231,199,849111,13573,348,547,360,-161,516,5,2,104,4,-13,97,-9,102,108072,16109,111,,15998,0.006890558,1,77,1
20/11/2021,Delta,202,4253098,8154,4101216,143728,863345,209,849265,13574,297,506,393,0,379,14,1,154,-51,10,114,-41,111,108183,10428,26,,10402,0.002493287,1,137,2
21/11/2021,Delta,203,4253412,8126,4101547,143739,863456,200,849386,13574,296,496,314,-28,331,11,0,121,-1,-9,111,-10,123,108306,14261,69,,14192,0.00483837,1,93,1
22/11/2021,Delta,204,4253598,7965,4101889,143744,863482,182,849448,13574,278,460,186,-161,342,5,0,62,-18,-18,26,-36,97,108403,16878,82,,16796,0.004858396,1,-10,1
23/11/2021,Delta,205,4253992,7916,4102323,143753,863551,183,849491,13574,303,486,394,-49,434,9,0,43,25,1,69,26,107,108510,15369,54,,15315,0.003513566,1,71,1
24/11/2021,Delta,206,4254443,7977,4102700,143766,863633,168,849596,13575,294,462,451,61,377,13,1,105,-9,-15,82,-24,88,108598,15137,70,,15067,0.00462443,1,55,1
25/11/2021,Delta,207,4254815,8040,4102993,143782,863687,199,849638,13576,274,473,372,63,293,16,1,42,-20,31,54,11,96,108694,15116,54,,15062,0.003572374,1,119,1
26/11/2021,Delta,208,4255268,8093,4103379,143796,863757,196,849693,13576,292,488,453,53,386,14,0,55,18,-3,70,15,94,108788,12527,51,,12476,0.004071206,1,64,1
27/11/2021,Omicron,1,4255672,8226,4103639,143807,863811,204,849779,13576,252,456,404,133,260,11,0,86,-40,8,54,-32,110,108898,12196,41,,12155,0.003361758,1,70,1
28/11/2021,Omicron,2,4255936,8214,4103914,143808,863862,183,849831,13576,272,455,264,-12,275,1,0,52,20,-21,51,-1,81,108979,12551,44,,12507,0.003505697,1,9,1
29/11/2021,Omicron,3,4256112,7960,4104333,143819,863903,170,849902,13576,255,425,176,-254,419,11,0,71,-17,-13,41,-30,100,109079,16423,70,,16353,0.004262315,1,15,1
30/11/2021,Omicron,4,4256409,7922,4104657,143830,863947,178,849929,13576,264,442,297,-38,324,11,0,27,9,8,44,17,108,109187,15289,28,,15261,0.001831382,1,60,1
01/12/2021,Omicron,5,4256687,7883,4104964,143840,864017,180,849979,13576,282,462,278,-39,307,10,0,50,18,2,70,20,88,109275,14524,42,,14482,0.002891765,1,74,1
02/12/2021,Omicron,6,4256998,7796,4105352,143850,864045,175,850046,13576,248,423,311,-87,388,10,0,67,-34,-5,28,-39,93,109368,13796,48,,13748,0.003479269,1,18,1
