Tanggal,Variant_Suspect,Day,ID_CUM_POSITIVE,ID_CUM_HOSPITALIZED,ID_CUM_CURED,ID_CUM_DEATH,JKT_CUM_POSITIVE,JKT_CUM_HOSPITALIZED,JKT_CUM_CURED,JKT_CUM_DEATH,JKT_CUM_SELFISOLATION,JKT_CUM_ACTIVEPOSITIVE,ID_DAILY_POSITIVE,ID_DAILY_HOSPITALIZED,ID_DAILY_CURED,ID_DAILY_DEATH,JKT_DAILY_DEATH,JKT_DAILY_CURED,JKT_DAILY_ISOLATION,JKT_DAILY_HOSPITALIZED,JKT_DAILY_POSITIVE,JKT_DAILY_ACTIVEPOSITIVE,JKT_DAILY_BURIAL,JKT_CUM_BURIAL,JKT_DAILY_TESTSPECIMENT,JKT_DAILY_POSTEST,PoF_Positive,JKT_DAILY_NEGTEST,JKT_DAILY_POSTRATE,PoF_PostRate,JKT_CONS_VALUE,CoF_HSE
03/12/2021,Omicron,7,4257243,7705,4105680,143858,864087,167,850114,13577,229,396,245,-91,328,8,1,68,-19,-8,42,-27,122,109490,15314,43,,15271,0.002807888,1,29,1
04/12/2021,Omicron,8,4257489,7632,4105994,143863,864135,173,850175,13578,209,382,246,-73,314,5,1,61,-20,6,48,-14,101,109591,7787,14,,7773,0.001797868,1,63,1
05/12/2021,Omicron,9,4257685,7526,4106292,143867,864178,161,850228,13579,210,371,196,-106,298,4,1,53,1,-12,43,-11,98,109689,9519,31,,9488,0.003256645,1,22,1
06/12/2021,Omicron,10,4257815,5642,4108297,143876,864192,149,850281,13581,181,330,130,-1884,2005,9,2,53,-29,-12,14,-41,102,109791,17151,41,,17110,0.002390531,1,-4,1
07/12/2021,Omicron,11,4258076,5466,4108717,143893,864223,151,850319,13582,171,322,261,-176,420,17,1,38,-10,2,31,-8,99,109890,14679,36,,14643,0.002452483,1,38,1
08/12/2021,Omicron,12,4258340,5363,4109068,143909,864264,147,850364,13583,170,317,264,-103,351,16,1,45,-1,-4,41,-5,112,110002,13320,26,,13294,0.001951952,1,36,1
09/12/2021,Omicron,13,4258560,5278,4109364,143918,864300,125,850439,13583,153,278,220,-85,296,9,0,75,-17,-22,36,-39,119,110121,15304,32,,15272,0.002090957,1,-8,1
10/12/2021,Omicron,14,4258752,5154,4109675,143923,864326,124,850475,13583,144,268,192,-124,311,5,0,36,-9,-1,26,-10,106,110227,14197,32,,14165,0.002253997,1,24,1
11/12/2021,Omicron,15,4258980,5186,4109865,143929,864358,126,850517,13583,132,258,228,32,190,6,0,42,-12,2,32,-10,99,110326,11401,16,,11385,0.001403386,1,36,1
12/12/2021,Omicron,16,4259143,5158,4110049,143936,864390,122,850557,13583,128,250,163,-28,184,7,0,40,-4,-4,32,-8,89,110415,10130,20,,10110,0.001974334,1,24,1
13/12/2021,Omicron,17,4259249,4974,4110327,143948,864406,117,850595,13583,111,228,106,-184,278,12,0,38,-17,-5,16,-22,82,110497,14367,23,,14344,0.001600891,1,6,1
14/12/2021,Omicron,18,4259439,4905,4110574,143960,864426,119,850621,13583,103,222,190,-69,247,12,0,26,-8,2,20,-6,106,110603,16251,40,,16211,0.002461387,1,24,1
15/12/2021,Omicron,19,4259644,4864,4110811,143969,864449,113,850649,13583,104,217,205,-41,237,9,0,28,1,-6,23,-5,105,110708,18257,38,,18219,0.002081393,1,11,1
16/12/2021,Omicron,20,4259857,4833,4111045,143979,864489,113,850685,13583,108,221,213,-31,234,10,0,36,4,0,40,4,107,110815,15379,74,,15305,0.004811756,1,40,1
17/12/2021,Omicron,21,4260148,4912,4111250,143986,864527,107,850719,13583,118,225,291,79,205,7,0,34,10,-6,38,4,114,110929,15153,43,,15110,0.002837722,1,26,1
18/12/2021,Omicron,22,4260380,4918,4111464,143998,864601,131,850751,13583,136,267,232,6,214,12,0,32,18,24,74,42,87,111016,12587,38,,12549,0.003018988,1,122,1
19/12/2021,Omicron,23,4260544,4923,4111619,144002,864644,124,850797,13583,140,264,164,5,155,4,0,46,4,-7,43,-3,88,111104,15269,55,,15214,0.00360207,1,29,1
20/12/2021,Omicron,24,4260677,4829,4111835,144013,864682,131,850817,13584,150,281,133,-94,216,11,1,20,10,7,38,17,114,111218,15054,43,,15011,0.002856384,1,55,1
21/12/2021,Omicron,25,4260893,4829,4112040,144024,864737,156,850837,13584,160,316,216,0,205,11,0,20,10,25,55,35,109,111327,15079,16,,15063,0.001061078,1,105,1
22/12/2021,Omicron,26,4261072,4746,4112292,144034,864780,162,850858,13584,176,338,179,-83,252,10,0,21,16,6,43,22,101,111428,14203,69,,14134,0.004858129,1,55,1
23/12/2021,Omicron,27,4261208,4642,4112524,144042,864796,145,850910,13584,157,302,136,-104,232,8,0,52,-19,-17,16,-36,112,111540,14223,80,,14143,0.005624692,1,-18,1
24/12/2021,Omicron,28,4261412,4659,4112706,144047,864865,174,850939,13584,168,342,204,17,182,5,0,29,11,29,69,40,90,111630,10342,47,,10295,0.004544576,1,127,1
25/12/2021,Omicron,29,4261667,4713,4112901,144053,864945,207,850984,13584,170,377,255,54,195,6,0,45,2,33,80,35,95,111725,9549,42,,9507,0.004398366,1,146,2
26/12/2021,Omicron,30,4261759,4655,4113049,144055,864992,224,851008,13584,176,400,92,-58,148,2,0,24,6,17,47,23,84,111809,12038,96,,11942,0.007974747,1,81,1
27/12/2021,Omicron,31,4261879,4496,4113320,144063,865034,183,851096,13584,171,354,120,-159,271,8,0,88,-5,-41,42,-46,116,111925,14302,27,,14275,0.001887848,1,-40,1
28/12/2021,Omicron,32,4262157,4614,4113472,144071,865130,171,851138,13585,236,407,278,118,152,8,1,42,65,-12,96,53,115,112040,11109,53,,11056,0.004770906,1,75,1
29/12/2021,Omicron,33,4262351,4528,4113742,144081,865157,165,851167,13587,238,403,194,-86,270,10,2,29,2,-6,27,-4,100,112140,11608,87,,11521,0.007494831,1,21,1
30/12/2021,Omicron,34,4262540,4311,4114141,144088,865210,171,851201,13587,251,422,189,-217,399,7,0,34,13,6,53,19,96,112236,13075,118,,12957,0.009024857,1,65,1
31/12/2021,Omicron,35,4262720,4292,4114334,144094,865297,192,851222,13588,295,487,180,-19,193,6,1,21,44,21,87,65,91,112327,9458,103,,9355,0.010890252,1,132,2
01/01/2022,Omicron,36,4262994,4399,4114499,144096,865415,205,851280,13588,342,547,274,107,165,2,0,58,47,13,118,60,91,112418,9521,172,,9349,0.018065329,1,144,2
02/01/2022,Omicron,37,4263168,4382,4114689,144097,865518,116,851386,13588,428,544,174,-17,190,1,0,106,86,-89,103,-3,101,112519,11419,115,,11304,0.010070934,1,-75,1
03/01/2022,Omicron,38,4263433,4530,4114801,144102,865690,140,851408,13588,554,694,265,148,112,5,0,22,126,24,172,150,102,112621,13289,259,,13030,0.019489804,1,220,2
04/01/2022,Omicron,39,4263732,4658,4114969,144105,865805,141,851449,13588,627,768,299,128,168,3,0,41,73,1,115,74,106,112727,13027,267,,12760,0.020495893,1,117,1
05/01/2022,Omicron,40,4264136,4878,4115149,144109,866064,168,851520,13589,787,955,404,220,180,4,1,71,160,27,259,187,122,112849,13259,300,,12959,0.022626141,1,316,2
06/01/2022,Omicron,41,4264669,5195,4115358,144116,866331,214,851572,13589,956,1170,533,317,209,7,0,52,169,46,267,215,97,112946,12711,278,,12433,0.021870821,1,359,2
07/01/2022,Omicron,42,4265187,5494,4115572,144121,866631,221,851648,13589,1173,1394,518,299,214,5,0,76,217,7,300,224,96,113042,14858,393,,14465,0.026450397,1,314,2
08/01/2022,Omicron,43,4265666,5792,4115747,144127,866909,257,851727,13589,1336,1593,479,298,175,6,0,79,163,36,278,199,103,113145,11292,360,,10932,0.031880978,1,350,2
09/01/2022,Omicron,44,4266195,6108,4115958,144129,867302,299,851839,13589,1575,1874,529,316,211,2,0,112,239,42,393,281,89,113234,13106,537,,12569,0.0409736,1,477,2
10/01/2022,Omicron,45,4266649,6311,4116202,144136,867662,322,851944,13589,1807,2129,454,203,244,7,0,105,232,23,360,255,100,113334,13965,412,,13553,0.029502327,1,406,2
11/01/2022,Omicron,46,4267451,6659,4116648,144144,868199,402,852126,13590,2081,2483,802,348,446,8,1,182,274,80,537,354,76,113410,13820,478,,13342,0.034587554,1,700,2
12/01/2022,Omicron,47,4268097,6985,4116962,144150,868611,506,852269,13590,2246,2752,646,326,314,6,0,143,165,104,412,269,83,113493,18143,554,,17589,0.030535193,1,620,2
13/01/2022,Omicron,48,4268890,7388,4117347,144155,869089,583,852563,13590,2353,2936,793,403,385,5,0,294,107,77,478,184,85,113578,18046,720,,17326,0.039898038,1,632,2
14/01/2022,Omicron,49,4269740,7877,4117700,144163,869643,669,852727,13591,2656,3325,850,489,353,8,1,164,303,86,554,389,79,113657,17748,566,,17182,0.031890917,1,729,2
15/01/2022,Omicron,50,4270794,8463,4118164,144167,870363,758,853003,13591,3011,3769,1054,586,464,4,0,276,355,89,720,444,76,113733,12741,493,,12248,0.03869398,1,898,2
16/01/2022,Omicron,51,4271649,8605,4118874,144170,870929,771,853522,13591,3045,3816,855,142,710,3,0,519,34,13,566,47,88,113821,13605,670,,12935,0.049246601,1,592,2
17/01/2022,Omicron,52,4272421,8775,4119472,144174,871422,809,853987,13591,3035,3844,772,170,598,4,0,465,-10,38,493,28,96,113917,17249,1012,,16237,0.058670068,1,569,2
18/01/2022,Omicron,53,4273783,9564,4120036,144183,872092,981,854204,13591,3316,4297,1362,789,564,9,0,217,281,172,670,453,85,114002,19560,1155,,18405,0.05904908,1,1014,2
19/01/2022,Omicron,54,4275528,10796,4120540,144192,873104,1125,854589,13591,3799,4924,1745,1232,504,9,0,385,483,144,1012,627,105,114107,21643,1484,,20159,0.068567204,1,1300,2
20/01/2022,Omicron,55,4277644,12328,4121117,144199,874259,1222,855026,13591,4420,5642,2116,1532,577,7,0,437,621,97,1155,718,86,114193,22117,1825,,20292,0.082515712,1,1349,2
21/01/2022,Omicron,56,4280248,14119,4121928,144201,875743,1445,855676,13591,5031,6476,2604,1791,811,2,0,650,611,223,1484,834,94,114287,19130,1739,,17391,0.090904339,2,1930,3
22/01/2022,Omicron,57,4283453,16692,4122555,144206,877568,1710,856137,13591,6130,7840,3205,2573,627,5,0,461,1099,265,1825,1364,90,114377,18113,1993,,16120,0.110031469,2,2355,3
23/01/2022,Omicron,58,4286378,18891,4123267,144220,879307,2011,856653,13597,7046,9057,2925,2199,712,14,6,516,916,301,1739,1217,112,114489,19533,2190,,17343,0.112117954,2,2359,3
24/01/2022,Omicron,59,4289305,20867,4124211,144227,881300,2242,857215,13597,8246,10488,2927,1976,944,7,0,562,1200,231,1993,1431,108,114597,27395,3509,,23886,0.128089067,2,2455,3
25/01/2022,Omicron,60,4294183,24856,4125080,144247,883490,2721,857688,13606,9475,12196,4878,3989,869,20,9,473,1229,479,2190,1708,86,114683,29894,4149,,25745,0.138790393,2,3175,3
26/01/2022,Omicron,61,4301193,29277,4127662,144254,886999,3232,859305,13612,10850,14082,7010,4421,2582,7,6,1617,1375,511,3509,1886,85,114768,31120,4558,,26562,0.146465296,2,4549,3
27/01/2022,Omicron,62,4309270,35704,4129305,144261,891148,3989,861203,13615,12341,16330,8077,6427,1643,7,3,1898,1491,757,4149,2248,102,114870,34609,5765,,28844,0.166575168,2,5672,3
28/01/2022,Omicron,63,4319175,43574,4131333,144268,895706,4709,862670,13617,14710,19419,9905,7870,2028,7,2,1467,2369,720,4558,3089,107,114977,37417,6613,,30804,0.176737846,2,6004,3
29/01/2022,Omicron,64,4330763,52555,4133923,144285,901471,5545,864447,13627,17852,23397,11588,8981,2590,17,10,1777,3142,836,5765,3978,97,115074,29951,5268,,24683,0.175887283,2,7467,3
30/01/2022,Omicron,65,4343185,61718,4137164,144303,908093,6348,866477,13639,21629,27977,12422,9163,3241,18,12,2030,3777,803,6622,4580,93,115167,35683,6391,,29292,0.179104896,2,8264,3
31/01/2022,Omicron,66,4353370,68596,4140454,144320,913355,6809,867519,13666,25361,32170,10185,6878,3290,17,27,1042,3732,461,5262,4193,91,115258,42329,9132,,33197,0.215738619,2,6265,3
01/02/2022,Omicron,67,4369391,81349,4143694,144348,919743,8018,869184,13678,28863,36881,16021,12753,3240,28,12,1665,3502,1209,6388,4711,114,115372,48365,10317,,38048,0.213315414,2,8842,3
02/02/2022,Omicron,68,4387286,94109,4148804,144373,928875,8590,873212,13689,33384,41974,17895,12760,5110,25,11,4028,4521,572,9132,5093,130,115502,55471,13179,,42292,0.237583602,2,10309,3
03/02/2022,Omicron,69,4414483,115275,4154797,144411,939192,9652,877579,13713,38248,47900,27197,21166,5993,38,24,4367,4864,1062,10317,5926,136,115638,59293,12774,,46519,0.215438585,2,12513,3
04/02/2022,Omicron,70,4446694,140254,4161987,144453,952371,11534,883377,13738,43722,55256,32211,24979,7190,42,25,5798,5474,1882,13179,7356,151,115789,60406,15825,,44581,0.261977287,3,17018,3
05/02/2022,Omicron,71,4480423,163468,4172458,144497,965145,13198,891571,13767,46609,59807,33729,23214,10471,44,29,8194,2887,1664,12774,4551,117,115906,53369,12682,,40687,0.237628586,2,16189,3
06/02/2022,Omicron,72,4516480,188899,4183027,144554,980970,14625,899957,13794,52594,67219,36057,25431,10569,57,27,8386,5985,1427,15825,7412,120,116026,47982,10817,,37165,0.225438706,2,18760,3
07/02/2022,Omicron,73,4542601,206361,4191604,144636,993652,15512,905285,13832,59023,74535,26121,17462,8577,82,38,5328,6429,887,12682,7316,128,116154,55262,14353,,40909,0.259726394,3,14570,3
08/02/2022,Omicron,74,4580093,233062,4202312,144719,1004469,17221,910435,13872,62941,80162,37492,26701,10708,83,40,5150,3918,1709,10817,5627,151,116305,43363,11090,,32273,0.255747988,3,14355,3
09/02/2022,Omicron,75,4626936,265824,4216328,144784,1018822,18150,923652,13889,63131,81281,46843,32762,14016,65,17,13217,190,929,14353,1119,139,116444,60664,10707,,49957,0.176496769,2,16262,3
10/02/2022,Omicron,76,4667554,288186,4234510,144858,1029912,19445,929100,13911,67456,86901,40618,22362,18182,74,22,5448,4325,1295,11090,5620,102,116546,48831,12417,,36414,0.254285188,3,13746,3
11/02/2022,Omicron,77,4708043,312808,4250277,144958,1040619,19925,945079,13950,61665,81590,40489,24622,15767,100,39,15979,-5791,480,10707,-5311,125,116671,57063,10172,,46891,0.178259117,2,11784,3
12/02/2022,Omicron,78,4763252,335340,4282847,145065,1053036,19198,960624,13989,59225,78423,55209,22532,32570,107,39,15545,-2440,-727,12417,-3167,127,116798,47037,10275,,36762,0.218445054,2,11080,3
13/02/2022,Omicron,79,4807778,352839,4309763,145176,1063208,18900,975674,14032,54602,73502,44526,17499,26916,111,43,15050,-4623,-298,10172,-4921,124,116922,45132,9482,,35650,0.210094833,2,9705,3
14/02/2022,Omicron,80,4844279,375857,4323101,145321,1073483,20873,975770,14085,62755,83628,36501,23018,13338,145,53,96,8153,1973,10275,10126,121,117043,56203,12388,,43815,0.22041528,2,14380,3
15/02/2022,Omicron,81,4901328,406025,4349848,145455,1082965,20748,984861,14135,63221,83969,57049,30168,26747,134,50,9091,466,-125,9482,341,141,117184,58034,8536,,49498,0.147086191,2,9382,3
16/02/2022,Omicron,82,4966046,445190,4375234,145622,1095353,21717,992213,14191,67232,88949,64718,39165,25386,167,56,7352,4011,969,12388,4980,139,117323,57003,8189,,48814,0.143659106,2,14494,3
17/02/2022,Omicron,83,5030002,469868,4414306,145828,1103889,20132,1008870,14255,60632,80764,63956,24678,39072,206,64,16657,-6600,-1585,8536,-8185,137,117460,53128,9453,,43675,0.177928776,2,5558,3
18/02/2022,Omicron,84,5089637,496383,4447210,146044,1112078,8564,1020564,14301,68649,77213,59635,26515,32904,216,46,11694,8017,-1156,8189,-3551,133,117593,50715,8136,,42579,0.160425909,2,6015,3
19/02/2022,Omicron,85,5149021,520910,4481909,146202,1121531,8002,1031739,14326,67464,75466,59384,24527,34699,158,25,11175,-1185,-562,9453,-1747,137,117730,42099,5358,,36741,0.127271432,2,8404,3
20/02/2022,Omicron,86,5197505,536358,4514782,146365,1129667,7933,1043718,14358,63658,71591,48484,15448,32873,163,32,11979,-3806,-69,8136,-3875,130,117860,41144,5208,,35936,0.126579817,2,8094,3
21/02/2022,Omicron,87,5231923,530671,4554711,146541,1135025,7102,1055584,14382,57957,65059,34418,-5687,39929,176,24,11866,-5701,-831,5358,-6532,133,117993,53089,7295,,45794,0.137410763,2,3768,3
22/02/2022,Omicron,88,5289414,549431,4593185,146798,1140233,7054,1064272,14415,54492,61546,57491,18760,38474,257,33,8688,-3465,-48,5208,-3513,131,118124,42656,6855,,35801,0.160704239,2,5211,3
44615,Omicron,89,5350902,571522,4632355,147025,1147528,6892,1071054,14466,55116,62008,61488,22091,39170,227,51,6782,624,-162,7295,462,143,118430,40395,4524,,35871,0.111994059,2,7124,3
44616,Omicron,90,5408328,586113,4674873,147342,1154383,6793,1082827,14513,50250,57043,57426,14591,42518,317,47,11773,-4866,-99,6855,-4965,104,118534,40636,4675,,35961,0.115045772,2,6798,3
44617,Omicron,91,5457775,573955,4736234,147586,1158907,6540,1091226,14555,46586,53126,49447,-12158,61361,244,42,8399,-3664,-253,4524,-3917,140,118674,36117,3957,,32160,0.109560595,2,4144,3
44618,Omicron,92,5504418,578535,4778039,147844,1163582,5924,1100117,14585,42956,48880,46643,4580,41805,258,30,8891,-3630,-616,4675,-4246,127,118801,33599,7300,,26299,0.217268371,2,3533,3
44619,Omicron,93,5539394,573898,4817423,148073,1167539,5580,1109056,14609,38294,43874,34976,-4637,39384,229,24,8939,-4662,-344,3957,-5006,142,118943,28529,3634,,24895,0.127379158,2,3341,3
44620,Omicron,94,5564448,554698,4861415,148335,1174839,5441,1120433,14664,34301,39742,25054,-19200,43992,262,55,11377,-3993,-139,7300,-4132,116,119059,34276,4196,,30080,0.122418018,2,7187,3
44621,Omicron,95,5589176,539210,4901302,148664,1178473,5077,1126008,14690,32698,37775,24728,-15488,39887,329,26,5575,-1603,-364,3634,-1967,86,119145,35101,4669,,30432,0.133016153,2,2984,3
44622,Omicron,96,5630096,536823,4944237,149036,1182669,4885,1129828,14710,33246,38131,40920,-2387,42935,372,20,3820,548,-192,4196,356,118,119263,29509,3727,,25782,0.126300451,2,3872,3
44623,Omicron,97,5667355,531696,4986391,149268,1187338,4527,1137499,14730,30582,35109,37259,-5127,42154,232,20,7671,-2664,-358,4669,-3022,100,119363,27599,3059,,24540,0.110837349,2,4013,3
44624,Omicron,98,5693702,517253,5026853,149596,1191065,4557,1143134,14754,28620,33177,26347,-14443,40462,328,24,5635,-1962,30,3727,-1932,115,119478,30686,3669,,27017,0.119565926,2,3859,3
44625,Omicron,99,5723858,500418,5073522,149918,1194124,4654,1148415,14779,26276,30930,30156,-16835,46669,322,25,5281,-2344,97,3059,-2247,112,119590,27104,2693,,24411,0.099358028,2,3328,3
44626,Omicron,100,5748725,475951,5122602,150172,1197793,4615,1152865,14798,25515,30130,24867,-24467,49080,254,19,4450,-761,-39,3669,-800,99,119689,26370,3569,,22801,0.135343193,2,3648,3
44627,Omicron,101,5770105,448273,5171402,150430,1200486,4747,1156926,14828,23985,28732,21380,-27678,48800,258,30,4061,-1530,132,2693,-1398,89,119778,30159,3872,,26287,0.12838622,2,3047,3
44628,Omicron,102,5800253,422892,5226530,150831,1204055,4711,1161139,14852,23353,28064,30148,-25381,55128,401,24,4213,-632,-36,3569,-668,117,119895,27247,3546,,23701,0.130142768,2,3569,3
44629,Omicron,103,5826589,417219,5258235,151135,1207927,4585,1164852,14863,23627,28212,26336,-5673,31705,304,11,3713,274,-126,3872,148,110,120005,22414,2548,,19866,0.113678951,2,3653,3
44630,Omicron,104,5847900,399852,5296634,151413,1211473,4563,1168549,14881,23480,28043,21311,-17367,38399,278,18,3697,-147,-22,3546,-169,96,120101,22022,2105,,19917,0.095586232,2,3556,3
44631,Omicron,105,5864010,376461,5335846,151703,1214021,4124,1173761,14896,21240,25364,16110,-23391,39212,290,15,5212,-2240,-439,2548,-2679,69,120170,19114,1874,,17240,0.098043319,2,1715,3
44632,Omicron,106,5878910,357380,5369579,151951,1216126,3796,1178124,14921,19285,23081,14900,-19081,33733,248,25,4363,-1955,-328,2105,-2283,35,120205,21238,1874,,17240,0.088238064,1,1524,2
